VALOR_MAX;VALOR_MIN         ;VALOR_MED       ;FECHA_MAX                       ;FECHA_MIN ;FECHA         
11,5;8                 ;9,67            ;23/05/13                        ;24/05/13  ;2013-05-23 00:00
12,5;5,4               ;8,41            ;24/05/13                        ;24/05/13  ;2013-05-24 00:00
13  ;5,2               ;8,63            ;25/05/13                        ;25/05/13  ;2013-05-25 00:00
19,5;,1                ;10,31           ;26/05/13                        ;26/05/13  ;2013-05-26 00:00
18,1;7,6               ;12,08           ;27/05/13                        ;27/05/13  ;2013-05-27 00:00
13,2;6,7               ;9,9             ;28/05/13                        ;29/05/13  ;2013-05-28 00:00
12,7;1                 ;7,02            ;29/05/13                        ;29/05/13  ;2013-05-29 00:00
12,1;5,6               ;8,5             ;30/05/13                        ;30/05/13  ;2013-05-30 00:00
13,3;8,5               ;10,35           ;31/05/13                        ;31/05/13  ;2013-05-31 00:00
15,4;9,2               ;12,06           ;01/06/13                        ;01/06/13  ;2013-06-01 00:00
19,7;8,8               ;13,53           ;02/06/13                        ;02/06/13  ;2013-06-02 00:00
20,9;4,6               ;13,79           ;03/06/13                        ;03/06/13  ;2013-06-03 00:00
24,4;4,5               ;14,2            ;04/06/13                        ;04/06/13  ;2013-06-04 00:00
24,8;10                ;17,92           ;05/06/13                        ;05/06/13  ;2013-06-05 00:00
24,5;12,4              ;18,56           ;06/06/13                        ;06/06/13  ;2013-06-06 00:00
22,8;13,4              ;18,32           ;07/06/13                        ;08/06/13  ;2013-06-07 00:00
13  ;9,6               ;11,33           ;08/06/13                        ;08/06/13  ;2013-06-08 00:00
16,9;9,7               ;12,17           ;09/06/13                        ;09/06/13  ;2013-06-09 00:00
22  ;12,1              ;16,07           ;10/06/13                        ;10/06/13  ;2013-06-10 00:00
24,5;12,1              ;18,44           ;11/06/13                        ;11/06/13  ;2013-06-11 00:00
29,1;11,7              ;20,73           ;12/06/13                        ;12/06/13  ;2013-06-12 00:00
25,8;14,9              ;19,94           ;13/06/13                        ;14/06/13  ;2013-06-13 00:00
28,1;11,8              ;19,9            ;14/06/13                        ;14/06/13  ;2013-06-14 00:00
29,8;14,4              ;21,27           ;15/06/13                        ;15/06/13  ;2013-06-15 00:00
29,9;16,1              ;23,65           ;16/06/13                        ;16/06/13  ;2013-06-16 00:00
26,1;17,4              ;21,56           ;17/06/13                        ;18/06/13  ;2013-06-17 00:00
17,3;10,2              ;14,35           ;18/06/13                        ;18/06/13  ;2013-06-18 00:00
15,5;9,6               ;11,77           ;19/06/13                        ;19/06/13  ;2013-06-19 00:00
18,3;9,8               ;13,47           ;20/06/13                        ;20/06/13  ;2013-06-20 00:00
20  ;9,4               ;14,69           ;21/06/13                        ;21/06/13  ;2013-06-21 00:00
23,8;8,5               ;16,6            ;22/06/13                        ;22/06/13  ;2013-06-22 00:00
17,2;10,6              ;14,87           ;23/06/13                        ;23/06/13  ;2013-06-23 00:00
20  ;9,4               ;13,99           ;24/06/13                        ;24/06/13  ;2013-06-24 00:00
22,3;7,2               ;15,26           ;25/06/13                        ;25/06/13  ;2013-06-25 00:00
